1673956800088,1117482
1674043200360,1011964
1674131850781,872723
1674218216410,808719
1674304355305,809337
1674390796998,793235
1674477361778,739454
1674563839583,719009
1674650244411,644549
1674736674977,645100
1674822900823,579162
1674909168133,555722
1674995590526,556176
1675082278207,547569
1675168572082,510372
1675255082747,499121
1675341495569,499584
1675427750456,492399
1675513973569,485253
1675600386753,481983
1675687075632,478837
1675773430500,479283
1675859801267,479739
1675946346453,480138
1676032582814,480536
1676118831402,480909
1676205269392,481313
1676291870081,481729
1676378419258,482146
1676464728381,478824
1676551065233,479252
1676637394914,479612
1676723653963,479948
1676810103260,480373
1676896682022,477075
1676983055041,477489
1677069517739,470723
1677155975273,471089
1677242265724,464573
1677328476026,464882
1677414958056,465216
1677501582705,462102
1677587907915,452227
1677674352182,452624
1677760672443,452968
1677846985993,453327
1677933288508,453616
1678019707041,454017
1678106349923,454379
1678192744085,454760
1678279098772,455091
1678365603191,455431
1678451887567,445869
1678537997536,446165
1678624427422,446538
1678711090060,443723
1678798064491,444058
1678883824071,444461
1678970257097,435156
1679056583000,429244
1679142816599,429515
1679229268512,429898
1679315856669,430229
1679401961033,427478
1679488501341,427852
1679575028906,428190
1679661173398,428519
1679747511855,428831
1679833944375,429173
1679924538338,429535
1680007047063,426841
1680093557994,421140
1680179776474,421440
1680266067437,421732
1680352234842,422047
1680438660048,422415
1680525238409,422757
1680611614188,423136
1680698502895,423458
1680784390800,423783
1680870750240,424087
1680957038619,424389
1681043448051,424679
1681129962857,424939
1681216430167,425237
1681302857827,425560
1681389339826,425908
1681475598080,426217
1681561878793,426496
1681648291268,426835
1681734890218,427088
1681821290523,427427
1681907627856,427747
1681994026870,425059
1682080388593,425322
1682166679934,425559
1682253133241,425857
1682339662061,416528
1682426037361,416767
1682512442563,417039
1682598758345,417293
1682685124340,417551
1682771436498,417776
1682857862064,418085
1682944363254,418353
1683030882139,418682
1683117235458,418973
1683203606749,419284
1683289924783,419598
1683376232009,419859
1683462619564,420070
1683808440846,421281
1683894729796,421568
1683981011826,421814
